channel_name,channel_id,title,datetime,participants_count,raw_text,views,id,sender,post_author,is_reply,links,reply_to_message_id,group_type,member_count,forward_from,forward_from_channel_id,forward_from_post_id,mentions,sender_id,mentioned_in_link
reitschusterde,1279658981,reitschuster.de,2021-05-23 05:27:16+00:00,166449,"Anfang Mai hat die US-Gesundheitsbehörde CDC – kaum bemerkt von der Öffentlichkeit – zwei Richtlinienänderungen erlassen, um die Wirksamkeit der Impfstoffe vorzutäuschen. Die Corona-Fallzahlen lassen sich damit künftig fast nach Belieben steuern. https://reitschuster.de/post/wie-die-us-gesundheitsbehoerde-die-wirksamkeit-der-impfstoffe-suggeriert/",72210.0,2044,reitschusterde,,False,['https://reitschuster.de/post/wie-die-us-gesundheitsbehoerde-die-wirksamkeit-der-impfstoffe-suggeriert/'],,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-23 01:36:46+00:00,166449,"Ich traute meinen Augen nicht nach der Ankunft in Moskau, und ich war den Tränen nahe – die Stadt lebt, als gäbe es Corona nicht. Mitten in der Nacht machte ich mich auf einen Streifzug – sehen Sie sich mit mir das pralle (Nacht-)Leben in Moskau an!  https://reitschuster.de/post/ein-nachtspaziergang-durch-das-pralle-leben-in-moskau/",99906.0,2043,reitschusterde,,False,['https://reitschuster.de/post/ein-nachtspaziergang-durch-das-pralle-leben-in-moskau/'],,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-22 14:37:31+00:00,166449,Löst eine „Diversity“-Aktion das Nachwuchsproblem der Bundeswehr?Anlässlich des „Deutschen Diversity-Tages 2021“ macht die Luftwaffe mobil. Technisch und personell ist sie am Ende – aber dafür politisch korrekt bis zum Umfallen – was sie gerade wieder sehr anschaulich bewies. https://reitschuster.de/post/loest-eine-diversity-aktion-das-nachwuchsproblem-der-bundeswehr/,122483.0,2042,reitschusterde,,False,"['https://reitschuster.de/post/loest-eine-diversity-aktion-das-nachwuchsproblem-der-bundeswehr/', 'https://reitschuster.de/post/loest-eine-diversity-aktion-das-nachwuchsproblem-der-bundeswehr/']",,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-22 14:32:22+00:00,166449,"Nebelkerzen gegen die Aufklärung des Intensivbettenschwindels
Die Methode ist primitiv: Man picke sich bei handfesten Vorwürfen Fehler in Details heraus und vertausche dann Wesentliches mit Nebensächlichem. Genau so agierten die meisten Medien im Verbund mit „Faktencheckern“ auf den Vorwurf des Schwindels mit den Intensivbetten einer regierungskritischen Expertengruppe. https://reitschuster.de/post/der-nicht-widerlegte-intensivbettenschwindel/",92553.0,2041,reitschusterde,,False,"['https://reitschuster.de/post/der-nicht-widerlegte-intensivbettenschwindel/', 'https://reitschuster.de/post/der-nicht-widerlegte-intensivbettenschwindel/', 'https://reitschuster.de/post/der-nicht-widerlegte-intensivbettenschwindel/']",,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-22 02:06:02+00:00,166449,"Während Corona-Hardliner Söder für seine Landsleute nur extrem vorsichtig lockert, wird bekannt, dass seine Tochter im teuren Monaco –  einem Risikogebiet –  Urlaub macht und es sich gut gehen lässt. Auf ihren Instagram-Fotos ist mindestens ein Corona-Regelbruch zu sehen. Es ist nicht der erste Corona-Skandal des CSU-Chefs. https://reitschuster.de/post/soeder-buerger-muessen-leiden-tochter-laesst-es-krachen/",193451.0,2040,reitschusterde,,False,['https://reitschuster.de/post/soeder-buerger-muessen-leiden-tochter-laesst-es-krachen/'],,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-22 01:27:51+00:00,166449,"Gesundheitsminister Spahn und RKI-Chef Wieler sprachen am Freitag von erfreulichen Entwicklungen der Corona-Zahlen. Fast zeitgleich wurde bekannt: CDU, CSU und SPD basteln bereits daran, die ""epidemische Lage"" und damit auch die Grundrechtseinschränkungen über den 30. Juni hinaus zu verlängern. https://reitschuster.de/post/zahlen-sinken-epidemische-lage-soll-trotzdem-verlaengert-werden/",103793.0,2039,reitschusterde,,False,['https://reitschuster.de/post/zahlen-sinken-epidemische-lage-soll-trotzdem-verlaengert-werden/'],,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-22 00:21:56+00:00,166449,"""Wäre Deutschland ein Mensch, müsste es in die Psychiatrie.""
Das schrieb mir gerade ein Freund aus der Wissenschaft, der nach vielen Jahren im Ausland kürzlich nach Deutschland zurückkehrte und an den Zuständen verzweifelt. 
Und schon wieder an eine neue Auswanderung denkt.",97541.0,2038,reitschusterde,,False,[],,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-21 23:57:17+00:00,166449,"Große Freiheit für „drei G“: Wer genesen, geimpft und getestet ist, darf schon bald in den Genuss der groß angekündigten Öffnungen kommen. Wer zu diesen „drei G“ nicht gehört, darf draußen bleiben. So schnell geht die Einführung von Kasten in Deutschland 2021. https://reitschuster.de/post/grosse-freiheit-fuer-drei-g/",98778.0,2037,reitschusterde,,False,"['https://reitschuster.de/post/grosse-freiheit-fuer-drei-g/', 'https://reitschuster.de/post/grosse-freiheit-fuer-drei-g/']",,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-21 22:20:00+00:00,166449,"Wie mir Merkels Sprecher Nachhilfe im Journalismus gab…
...und sich erneut als reitschuster.de-Leser outete:
Viele Länder werden ohne Freiheitsbeschränkungen und Lockdown mit Corona fertig. Leser fragen mich immer wieder, wie die Bundesregierung das erklärt. Deshalb stellte ich heute diese Frage für Sie direkt Steffen Seibert. Der reagierte sehr gereizt – und machte sich lustig über die Frage. https://reitschuster.de/post/wie-mir-merkels-sprecher-nachhilfe-im-journalismus-gab/",98555.0,2036,reitschusterde,,False,['https://reitschuster.de/post/wie-mir-merkels-sprecher-nachhilfe-im-journalismus-gab/'],,channel,,,,,,1279658981,[]
reitschusterde,1279658981,reitschuster.de,2021-05-21 18:47:38+00:00,166449,"Frank-Walter Steinmeier duckt sich weg: Statt das geknebelte Grundgesetz zu verteidigen, feiert der Bundespräsident lieber dessen 72. Geburtstag mit einem Einbürgerungsfest mit sechs Migranten und maßregelt sein Volk, diesen Neubürgern mehr Platz einzuräumen. Und damit sich die Neubürger nicht ängstigen vor zu viel Verbindlichkeit, beruhigt Steinmeier sie: Das Grundgesetz stände im Prinzip zwar irgendwie fest, „das heißt aber nicht, dass unser Grundgesetz etwas Statisches wäre. Es wurde immer wieder verändert, und es wird sich auch weiter verändern.“ https://reitschuster.de/post/steinmeier-kennt-keine-heimat-jedes-zuhause-ist-ein-zufaelliges/",112349.0,2035,reitschusterde,,False,['https://reitschuster.de/post/steinmeier-kennt-keine-heimat-jedes-zuhause-ist-ein-zufaelliges/'],,channel,,,,,,1279658981,[]
